106,-26,-2,0.3612331320079749,2
289,-25,-1,43.04190908727711,1
74,-34,8,35.06766109192276,4
87,-30,-2,34.15034502102264,1
77,-33,-1,85.20235373725822,2
117,-23,9,30.90736517311298,4
136,-16,12,71.03241615180153,3
140,-15,15,97.03086453931081,2
124,-21,20,73.74462877218731,2
97,-28,6,94.98503455795489,1
287,-18,0,16.654768146767537,4
292,-13,6,18.027117961641007,1
294,-15,-2,78.76123142473641,1
143,-13,5,15.033721729941268,3
132,-18,-1,70.43976714473604,4
399,-10,11,28.805090630917533,2
128,-20,27,27.90102270133006,1
137,-16,23,8.215689031262615,2
131,-19,27,78.45659025507877,1
144,-13,13,83.27920213827291,3
142,-14,24,78.26951451074454,4
141,-15,27,54.31206607734523,3
134,-18,27,1.2390841955334337,1
122,-22,22,43.82649175574964,4
387,-19,19,41.92221165621232,1
145,-13,16,13.79924127849169,4
146,-10,9,67.49341212780259,2
139,-15,9,75.53305299199174,2
138,-15,5,11.191726311324173,3
296,-12,-1,7.831679776999302,1
396,-14,5,33.522909683353305,2
123,-21,9,95.20419879345431,3
113,-24,18,64.9718066068243,1
91,-29,21,14.404985927901286,2
98,-28,21,41.537640360194764,2
75,-34,15,58.7225224936847,1
102,-27,17,55.19358013987276,1
48,-40,14,51.980369891302466,2
81,-32,10,89.86298512615417,3
110,-25,19,39.43619538031075,2
121,-22,-3,4.271686465527645,4
