184,7,1,32.348113293515816,1
295,3,4,10.900102965727388,1
200,11,5,57.7140635156839,2
201,11,11,4.3773557850055305,3
221,16,9,40.75003130301096,1
320,17,5,75.5639669713824,2
188,8,7,51.27711138244778,3
186,7,8,61.429018234107104,2
185,7,5,98.15602497275432,2
189,8,11,68.10801853085435,4
179,5,10,22.264211996670543,1
178,5,2,64.86198116479628,4
388,3,-3,13.63743092179559,3
293,1,2,67.87484460033967,4
194,9,1,37.37428429874881,1
390,0,10,18.809335818984774,3
177,4,8,80.37096030361646,3
397,-6,15,53.46614681472437,4
161,-4,15,75.23616919140034,1
386,-4,-1,78.79359240445,1
171,1,7,17.191046745992317,2
168,0,5,40.88560873303776,1
165,-2,8,63.18520456621994,1
173,2,7,96.63973736468624,2
170,1,5,5.441690733020361,4
290,-1,3,32.434083003383485,2
152,-7,15,30.116847014642826,3
154,-6,8,84.1067054470999,3
155,-6,9,74.14112677989745,4
175,3,15,90.19701031782924,2
309,17,7,9.97354398040815,2
190,8,14,53.10230697855897,4
187,7,16,55.08744471142427,3
325,12,16,87.44026925197626,4
205,12,14,24.775917448757045,4
288,-5,-2,61.98908681000332,1
291,-10,0,93.39931831277434,2
